datetime,security,close,MovingAverageSimple_0,MovingAverageSimple_1,MovingAverageSimple_2,fwd_returns
2019-03-07 22:00:00,EUR_USD,1.1185399999999999,1.129951,1.1289545,,0.0008052682437993397
2019-03-10 21:00:00,GBP_USD,1.32075,1.30854,1.3054395,1.2946212,0.011224341354730605
2019-03-10 21:00:00,EUR_USD,1.12218,1.128883,1.1287265,,0.0032542421370715946
2019-03-11 21:00:00,GBP_USD,1.3203200000000002,1.308853,1.3075315,1.295796,-0.0003255725913305918
2019-03-11 21:00:00,EUR_USD,1.12452,1.127882,1.1286635,1.1338291999999999,0.0020852269689355385
2019-03-12 21:00:00,EUR_USD,1.12776,1.127034,1.1287505,1.1337343999999998,0.002881229324511958
2019-03-12 21:00:00,GBP_USD,1.31846,1.309031,1.3089955,1.2967376000000002,-0.001408749394086417
2019-03-13 21:00:00,EUR_USD,1.12942,1.12638,1.128975,1.1337046000000002,0.0014719443853301595
2019-03-13 21:00:00,GBP_USD,1.32413,1.310467,1.3107209999999998,1.297807,0.004300471762510805
2019-03-14 21:00:00,EUR_USD,1.12998,1.125846,1.1293024999999999,1.1336126,0.0004958297179082916
2019-03-14 21:00:00,GBP_USD,1.31466,1.3106909999999998,1.3113925,1.2986786,-0.007151865753362685
2019-03-17 21:00:00,EUR_USD,1.13194,1.125948,1.1294515,1.1334570000000002,0.0017345439742295632
2019-03-17 21:00:00,GBP_USD,1.30044,1.31005,1.3112825,1.2992308000000001,-0.01081648487061282
2019-03-18 21:00:00,GBP_USD,1.3081399999999999,1.31096,1.3118475,1.2999744000000002,0.00592107286764465
2019-03-18 21:00:00,EUR_USD,1.1333799999999998,1.12639,1.1297424999999999,1.1332808,0.001272152234217172
2019-03-19 21:00:00,GBP_USD,1.3160399999999999,1.3129570000000002,1.312395,1.3006576,0.006039108963872275
2019-03-19 21:00:00,EUR_USD,1.13358,1.126894,1.1297965,1.1330796,0.00017646332209864113
2019-03-20 21:00:00,EUR_USD,1.13428,1.128558,1.1299085,1.132796,0.0006175126590093338
2019-03-20 21:00:00,GBP_USD,1.31578,1.314481,1.3126055,1.3016372,-0.00019756238412205196
2019-03-21 21:00:00,GBP_USD,1.31667,1.315539,1.312271,1.3023209999999998,0.0006764048701151104
2019-03-21 21:00:00,EUR_USD,1.1273600000000001,1.12944,1.1296955,1.1324268000000002,-0.006100786401946445
2019-03-24 21:00:00,GBP_USD,1.30352,1.313816,1.311178,1.3027270000000002,-0.009987316487806375
2019-03-24 21:00:00,EUR_USD,1.1289200000000001,1.1301139999999998,1.1294985,1.1321036,0.0013837638376383854
2019-03-25 21:00:00,GBP_USD,1.29778,1.3115620000000001,1.3102075,1.3029688,-0.00440346139683323
2019-03-25 21:00:00,EUR_USD,1.12634,1.130296,1.129089,1.131866,-0.0022853700882261574
2019-03-26 21:00:00,GBP_USD,1.301,1.309816,1.3094235,1.3033271999999998,0.0024811601349996604
2019-03-26 21:00:00,EUR_USD,1.1242299999999998,1.129943,1.1284885,1.1315948,-0.0018733242182644716
2019-03-27 21:00:00,GBP_USD,1.3014,1.307543,1.309005,1.3036448,0.0003074558032283292
2019-03-27 21:00:00,EUR_USD,1.12137,1.129138,1.127759,1.1312818,-0.002543963423854434
2019-03-28 21:00:00,GBP_USD,1.3121,1.307287,1.308989,1.3040028,0.008221914860919055
2019-03-28 21:00:00,EUR_USD,1.121,1.12824,1.127043,1.1309954,-0.00032995353897458113
2019-03-31 21:00:00,EUR_USD,1.1204100000000001,1.1270870000000002,1.1265174999999998,1.1306898,-0.000526315789473597
2019-03-31 21:00:00,GBP_USD,1.30603,1.3078459999999998,1.308948,1.3040996,-0.004626171785687028
2019-04-01 21:00:00,GBP_USD,1.29874,1.306906,1.308933,1.3039611999999998,-0.005581801336875913
2019-04-01 21:00:00,EUR_USD,1.11839,1.1255879999999998,1.125989,1.1303856,-0.0018029114342071884
2019-04-02 21:00:00,EUR_USD,1.1201,1.12424,1.125567,1.1300860000000001,0.0015289836282514901
2019-04-02 21:00:00,GBP_USD,1.30301,1.305603,1.30928,1.303747,0.003287802023499653
2019-04-03 21:00:00,GBP_USD,1.30308,1.304333,1.309407,1.3036974,5.372176729268041e-05
2019-04-03 21:00:00,EUR_USD,1.12061,1.122873,1.1257155,1.1299194,0.0004553164895990669
2019-04-04 21:00:00,GBP_USD,1.30451,1.303117,1.309328,1.3036789999999998,0.0010974000061392264
2019-04-04 21:00:00,EUR_USD,1.12103,1.12224,1.12584,1.1297392000000002,0.0003747958701063592
2019-04-07 21:00:00,EUR_USD,1.12144,1.121492,1.125803,1.1293872,0.00036573508291493084
2019-04-07 21:00:00,GBP_USD,1.30504,1.303269,1.3085425000000002,1.303584,0.00040628281883603456
2019-04-08 21:00:00,EUR_USD,1.12553,1.1214110000000002,1.1258535,1.1290752,0.00364709659009832
2019-04-08 21:00:00,GBP_USD,1.30506,1.3039969999999999,1.3077795,1.3035978000000001,1.5325200760196722e-05
2019-04-09 21:00:00,EUR_USD,1.1229799999999999,1.121286,1.1256145,1.1287222,-0.0022655993176547984
2019-04-09 21:00:00,GBP_USD,1.3071,1.304607,1.3072115,1.3036808000000002,0.0015631465219989593
2019-04-10 21:00:00,EUR_USD,1.125,1.121649,1.1253935,1.1283502,0.0017987853746284088
2019-04-10 21:00:00,GBP_USD,1.3042799999999999,1.3048950000000001,1.306219,1.3039166000000002,-0.00215744778517335
2019-04-11 21:00:00,GBP_USD,1.3029,1.303975,1.305631,1.3041236,-0.001058055018860915
2019-04-11 21:00:00,EUR_USD,1.1253600000000001,1.122085,1.1251625,1.1279883999999998,0.000320000000000098
2019-04-14 21:00:00,EUR_USD,1.12976,1.1230200000000001,1.1250535,1.1277348,0.003909859955925077
2019-04-14 21:00:00,GBP_USD,1.29792,1.303164,1.305505,1.3043732,-0.003822242689385247
2019-04-15 21:00:00,GBP_USD,1.2983799999999999,1.303128,1.305017,1.3044976000000001,0.00035441321498996814
2019-04-15 21:00:00,EUR_USD,1.12796,1.123977,1.1247825,1.1274918,-0.0015932587452202052
2019-04-16 21:00:00,EUR_USD,1.12788,1.124755,1.1244975,1.1273278,-7.092450086887414e-05
2019-04-16 21:00:00,GBP_USD,1.29942,1.302769,1.304186,1.3047962000000002,0.0008009981669465649
2019-04-17 21:00:00,GBP_USD,1.29756,1.3022170000000002,1.303275,1.3050822,-0.001431407858890843
2019-04-17 21:00:00,EUR_USD,1.12263,1.124957,1.123915,1.127131,-0.0046547505053728955
2019-04-18 21:00:00,GBP_USD,1.2928,1.301046,1.3020815,1.3052477999999998,-0.0036684238108450895
2019-04-18 21:00:00,EUR_USD,1.1229,1.125144,1.123692,1.1269466000000001,0.00024050666737918114
2019-04-21 21:00:00,EUR_USD,1.1236,1.12536,1.123426,1.1268838,0.0006233858758570854
2019-04-21 21:00:00,GBP_USD,1.2888,1.2994219999999999,1.3013455,1.3054772,-0.0030940594059406523
2019-04-22 21:00:00,EUR_USD,1.11924,1.124731,1.123071,1.1267530000000001,-0.0038803844784620622
2019-04-22 21:00:00,GBP_USD,1.2866,1.2975759999999998,1.3007865,1.3056396,-0.001707014276846719
2019-04-23 21:00:00,GBP_USD,1.28766,1.295632,1.3001195,1.3056092,0.0008238768848127798
2019-04-23 21:00:00,EUR_USD,1.11406,1.123839,1.1225625,1.1265138,-0.004628140523926905
2019-04-24 21:00:00,EUR_USD,1.11184,1.122523,1.1220860000000001,1.126252,-0.0019927113440928457
2019-04-24 21:00:00,GBP_USD,1.2905,1.294254,1.2995745,1.3056268,0.0022055511548078055
2019-04-25 21:00:00,GBP_USD,1.29264,1.293228,1.2986015,1.305455,0.0016582719876017116
2019-04-25 21:00:00,EUR_USD,1.11115,1.121102,1.1215935,1.1260063999999999,-0.0006205928910633096
2019-04-28 21:00:00,GBP_USD,1.30301,1.2937370000000001,1.2984505,1.3054624,0.008022341873994199
2019-04-28 21:00:00,EUR_USD,1.1145200000000002,1.119578,1.121299,1.1257176000000002,0.0030328938487154122
2019-04-29 21:00:00,EUR_USD,1.1176,1.118542,1.1212594999999999,1.1255184,0.0027635215159886872
2019-04-29 21:00:00,GBP_USD,1.3018299999999998,1.294082,1.298605,1.3055622,-0.0009055955057906129
2019-04-30 21:00:00,EUR_USD,1.11873,1.117627,1.121191,1.125243,0.0010110952040085497
2019-04-30 21:00:00,GBP_USD,1.2990000000000002,1.2940399999999999,1.2984045,1.3054404,-0.002173862946774685
2019-05-01 21:00:00,GBP_USD,1.30817,1.295101,1.298659,1.3053723999999998,0.007059276366435663
2019-05-01 21:00:00,EUR_USD,1.1171,1.117074,1.1210155000000002,1.1249441999999998,-0.001457009287316846
2019-05-02 21:00:00,GBP_USD,1.30398,1.296219,1.2986325,1.3049848,-0.00320294762913087
2019-05-02 21:00:00,EUR_USD,1.11354,1.116138,1.120641,1.1245826,-0.003186823023901164
2019-05-05 21:00:00,EUR_USD,1.1170799999999999,1.115486,1.1204230000000002,1.124267,0.0031790505953983583
2019-05-05 21:00:00,GBP_USD,1.29874,1.297213,1.2983175,1.304452,-0.004018466540897769
2019-05-06 21:00:00,EUR_USD,1.11666,1.115228,1.1199795,1.1239096000000002,-0.00037598023418183857
2019-05-06 21:00:00,GBP_USD,1.2967600000000001,1.298229,1.2979025,1.3040434,-0.0015245545682737172
2019-05-07 21:00:00,EUR_USD,1.11829,1.1156510000000002,1.119745,1.1235506000000002,0.001459710207225129
2019-05-07 21:00:00,GBP_USD,1.29913,1.299376,1.297504,1.3036924,0.0018276319442300792
2019-05-08 21:00:00,GBP_USD,1.2941200000000002,1.2997379999999998,1.2969959999999998,1.3033794,-0.0038564269934492357
2019-05-08 21:00:00,EUR_USD,1.1173600000000001,1.116203,1.1193629999999999,1.1231786,-0.0008316268588647313
2019-05-09 21:00:00,GBP_USD,1.29041,1.299515,1.2963715,1.3029392000000002,-0.002866812969431032
2019-05-09 21:00:00,EUR_USD,1.12142,1.11723,1.1191659999999999,1.1229006000000001,0.003633564831388325
2019-05-12 21:00:00,EUR_USD,1.12222,1.118,1.118789,1.1227266000000002,0.0007133812487738478
2019-05-12 21:00:00,GBP_USD,1.28264,1.2974780000000001,1.2956075,1.302455,-0.0060213420540758955
2019-05-13 21:00:00,GBP_USD,1.2787899999999999,1.2951739999999998,1.2946280000000001,1.3020500000000002,-0.0030016216553360175
2019-05-13 21:00:00,EUR_USD,1.12012,1.118252,1.1183969999999999,1.1225498,-0.0018712908342393142
2019-05-14 21:00:00,EUR_USD,1.1178,1.1181590000000001,1.117893,1.122335,-0.0020712066564297915
2019-05-14 21:00:00,GBP_USD,1.27146,1.2924200000000001,1.29323,1.3015578,-0.005731981013301524
2019-05-15 21:00:00,EUR_USD,1.1166399999999999,1.118113,1.1175935,1.122315,-0.0010377527285739818
2019-05-15 21:00:00,GBP_USD,1.27147,1.2887499999999998,1.2919254999999998,1.3009764,7.86497412419429e-06
2019-05-16 21:00:00,EUR_USD,1.11553,1.118312,1.117225,1.1222548,-0.0009940535893393498
2019-05-16 21:00:00,GBP_USD,1.26854,1.2852059999999998,1.2907125000000002,1.3002254,-0.0023044192942028863
2019-05-19 21:00:00,EUR_USD,1.1150799999999998,1.118112,1.116799,1.1221128,-0.0004033956953197748
2019-05-19 21:00:00,GBP_USD,1.26244,1.281576,1.2893945,1.2990591999999999,-0.004808677692465402
2019-05-20 21:00:00,GBP_USD,1.26054,1.277954,1.2880915000000002,1.2978636,-0.0015050220208485676
2019-05-20 21:00:00,EUR_USD,1.1142,1.117866,1.116547,1.1219063999999999,-0.0007891810453060089
2019-05-21 21:00:00,GBP_USD,1.26476,1.274517,1.2869465,1.2967896,0.0033477715899536964
2019-05-21 21:00:00,EUR_USD,1.1148799999999999,1.117525,1.116588,1.1216488000000002,0.0006103033566682292
2019-05-22 21:00:00,EUR_USD,1.1107200000000002,1.116861,1.116532,1.1212748,-0.0037313432835818228
2019-05-22 21:00:00,GBP_USD,1.26674,1.271779,1.2857584999999998,1.2956417999999998,0.0015655144058950299
2019-05-23 21:00:00,GBP_USD,1.26512,1.26925,1.2843825,1.294651,-0.0012788733283861653
2019-05-23 21:00:00,EUR_USD,1.11737,1.116456,1.116843,1.1210226,0.005987107461826513
2019-05-26 21:00:00,EUR_USD,1.1187200000000002,1.1161059999999998,1.117053,1.1207582,0.001208194241835825
2019-05-26 21:00:00,GBP_USD,1.2611700000000001,1.267103,1.2822905,1.2938656000000002,-0.0031222334640191862
2019-05-27 21:00:00,EUR_USD,1.11594,1.115688,1.11697,1.1204094,-0.0024849828375288485
2019-05-27 21:00:00,GBP_USD,1.2581,1.265034,1.280104,1.2928648,-0.0024342475637701977
2019-05-28 21:00:00,EUR_USD,1.1124399999999999,1.1151520000000001,1.1166555,1.1199866000000003,-0.0031363693388534175
2019-05-28 21:00:00,GBP_USD,1.2559,1.263478,1.277949,1.291662,-0.001748668627295058
2019-05-29 21:00:00,GBP_USD,1.26106,1.262437,1.2755935,1.2905676000000001,0.004108607373198625
2019-05-29 21:00:00,EUR_USD,1.11162,1.11465,1.1163815000000001,1.1195334,-0.000737118406385795
2019-05-30 21:00:00,GBP_USD,1.26424,1.2620069999999999,1.2736065,1.289519,0.0025216881036587147
2019-05-30 21:00:00,EUR_USD,1.1125200000000002,1.114349,1.1163305000000001,1.1192366000000002,0.0008096291898311847
2019-06-02 21:00:00,GBP_USD,1.2681200000000001,1.262575,1.2720755,1.2888110000000002,0.0030690375245208124
2019-06-02 21:00:00,EUR_USD,1.1160299999999999,1.114444,1.116278,1.1189788,0.0031549994606836496
2019-06-03 21:00:00,EUR_USD,1.12265,1.115289,1.1165775,1.1189049999999998,0.0059317401861958
2019-06-03 21:00:00,GBP_USD,1.2669,1.263211,1.2705825000000002,1.2881934000000002,-0.0009620540642842901
2019-06-04 21:00:00,EUR_USD,1.12198,1.115999,1.116762,1.11886,-0.0005968022090588887
2019-06-04 21:00:00,GBP_USD,1.26889,1.263624,1.2690705,1.2875511999999998,0.0015707632804484728
2019-06-05 21:00:00,GBP_USD,1.26532,1.263482,1.2676305,1.2868296,-0.0028134826501904353
2019-06-05 21:00:00,EUR_USD,1.12018,1.116945,1.116903,1.1188361999999998,-0.0016043066721331822
2019-06-06 21:00:00,EUR_USD,1.12514,1.1177219999999999,1.117089,1.118919,0.004427859808245227
2019-06-06 21:00:00,GBP_USD,1.2670700000000001,1.263677,1.2664635,1.285929,0.0013830493472009042
2019-06-09 21:00:00,EUR_USD,1.12901,1.118751,1.1174285,1.119091,0.00343957196437783
2019-06-09 21:00:00,GBP_USD,1.26816,1.264376,1.2657395,1.2851716,0.0008602523933167738
2019-06-10 21:00:00,EUR_USD,1.1301299999999999,1.12017,1.1179290000000002,1.1193258,0.0009920195569568246
2019-06-10 21:00:00,GBP_USD,1.26626,1.265192,1.265113,1.284522,-0.0014982336613676983
2019-06-11 21:00:00,GBP_USD,1.25804,1.265406,1.264442,1.2836226,-0.006491557815930249
2019-06-11 21:00:00,EUR_USD,1.12825,1.1217510000000002,1.1184515,1.1194888,-0.0016635254351268225
2019-06-12 21:00:00,EUR_USD,1.12686,1.123275,1.1189625,1.1196138,-0.0012319964546864126
2019-06-12 21:00:00,GBP_USD,1.25324,1.264624,1.2635305,1.2826258,-0.0038154589679184614
2019-06-13 21:00:00,GBP_USD,1.25062,1.263262,1.2626344999999999,1.281548,-0.00209058121349448
2019-06-13 21:00:00,EUR_USD,1.12025,1.124048,1.1191985,1.1195982,-0.005865857338089864
2019-06-16 21:00:00,GBP_USD,1.2542799999999998,1.2618779999999998,1.2622265,1.2805328,0.0029265484319775936
2019-06-16 21:00:00,EUR_USD,1.12039,1.124484,1.119464,1.1195772,0.00012497210444095685
2019-06-17 21:00:00,GBP_USD,1.26328,1.261516,1.2623635,1.2796972,0.0071754313231495725
2019-06-17 21:00:00,EUR_USD,1.11816,1.1240350000000001,1.1196620000000002,1.1194298,-0.0019903783503958383
2019-06-18 21:00:00,EUR_USD,1.11873,1.12371,1.1198545,1.1193448000000001,0.0005097660442154872
2019-06-18 21:00:00,GBP_USD,1.2642799999999998,1.261055,1.2623395,1.2788408000000002,0.0007915901462858255
2019-06-19 21:00:00,EUR_USD,1.1226399999999999,1.1239560000000002,1.1204505,1.1192976,0.003495034548103515
2019-06-19 21:00:00,GBP_USD,1.2745,1.261973,1.2627275,1.2782452,0.008083652355491022
2019-06-20 21:00:00,EUR_USD,1.1283100000000001,1.1242729999999999,1.1209975,1.1193566000000001,0.005050595026010463
2019-06-20 21:00:00,GBP_USD,1.27082,1.262348,1.2630125,1.2776036,-0.0028874068262062513
2019-06-23 21:00:00,GBP_USD,1.2672,1.2622520000000002,1.263314,1.2769892,-0.002848554476637122
2019-06-23 21:00:00,EUR_USD,1.1367200000000002,1.1250440000000002,1.1218975,1.1194958000000002,0.007453625333463387
2019-06-24 21:00:00,EUR_USD,1.13442,1.125473,1.1228215,1.119625,-0.002023365472587968
2019-06-24 21:00:00,GBP_USD,1.2662799999999999,1.262254,1.2637230000000002,1.2763472,-0.0007260101010102549
2019-06-25 21:00:00,GBP_USD,1.2661799999999999,1.263068,1.264237,1.2756823999999998,-7.89714755030646e-05
2019-06-25 21:00:00,EUR_USD,1.13476,1.126124,1.1239375,1.1197626,0.00029971262847983127
2019-06-26 21:00:00,EUR_USD,1.13479,1.126917,1.125096,1.1200058000000002,2.6437308329407827e-05
2019-06-26 21:00:00,GBP_USD,1.26654,1.264398,1.2645110000000002,1.275062,0.0002843197649624596
2019-06-27 21:00:00,GBP_USD,1.26321,1.265657,1.2644594999999998,1.2744702,-0.002629210289450068
2019-06-27 21:00:00,EUR_USD,1.1350799999999999,1.1284,1.126224,1.1202493999999998,0.00025555389102827064
2019-06-30 21:00:00,EUR_USD,1.12812,1.129173,1.1268285,1.1203398,-0.006131726398139192
2019-06-30 21:00:00,GBP_USD,1.25841,1.26607,1.263974,1.2738624,-0.0037998432564656515
2019-07-01 21:00:00,GBP_USD,1.2557200000000002,1.265314,1.263415,1.2732447999999998,-0.002137618105386818
2019-07-01 21:00:00,EUR_USD,1.12752,1.130109,1.1270719999999999,1.1205054,-0.0005318583129453325
2019-07-02 21:00:00,GBP_USD,1.25689,1.264575,1.262815,1.2726294,0.0009317363743508444
2019-07-02 21:00:00,EUR_USD,1.12689,1.130925,1.1273175,1.120762,-0.0005587484035760593
2019-07-03 21:00:00,GBP_USD,1.24814,1.261939,1.2619559999999999,1.2717822,-0.00696162750916951
2019-07-03 21:00:00,EUR_USD,1.12733,1.131394,1.127675,1.1210718000000002,0.00039045514646507407
2019-07-04 21:00:00,EUR_USD,1.12076,1.130639,1.127456,1.121264,-0.005827929710022772
2019-07-04 21:00:00,GBP_USD,1.25001,1.259858,1.261103,1.2709296,0.0014982293652956447
2019-07-07 21:00:00,GBP_USD,1.2439799999999999,1.257536,1.259894,1.269749,-0.004823961408308874
2019-07-07 21:00:00,EUR_USD,1.12071,1.129038,1.127041,1.1213878000000002,-4.461258431764925e-05
